2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0
4,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,2,0
4,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0
4,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0
4,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,0
4,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,2,0
4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0
4,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0
3,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,2,0
3,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,2,0
4,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,2,0
4,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,2,0
4,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,2,0
4,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,2,0
4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,2,0
4,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,2,0
4,1,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,2,0
4,0,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,2,0
5,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,0,2,0
3,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,1,2,0
3,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,1,2,0
4,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,2,0
4,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,0
4,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0
4,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,2,0
4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,0
4,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,1,2,0
4,1,0,0,1,0,1,2,0,0,0,0,0,1,1,1,1,2,0
4,0,1,0,1,0,1,2,0,0,0,0,0,1,1,1,1,2,0
5,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,1,2,0
3,0,1,0,0,0,0,0,0,0,1,30,1,0,0,0,0,1,0
3,0,0,1,0,0,0,0,0,0,1,30,1,0,0,0,0,1,0
3,1,1,0,0,1,0,0,0,0,1,30,1,0,0,0,0,1,0
3,1,1,0,0,1,1,0,0,0,1,30,1,0,0,0,0,1,0
3,1,1,0,0,0,1,0,0,0,1,30,1,0,0,0,0,1,0
3,1,0,1,0,1,0,0,0,0,1,30,1,0,0,0,0,1,0
3,1,0,1,0,0,1,0,0,0,1,30,1,0,0,0,0,2,0
3,0,1,1,0,1,0,0,0,0,1,30,1,0,0,0,0,2,0
3,1,0,0,0,0,1,0,0,0,1,30,1,0,0,0,0,2,0
4,1,0,2,0,0,0,0,0,0,1,30,1,0,0,0,0,2,0
4,0,0,0,1,1,0,2,0,0,1,30,1,1,0,0,0,2,0
4,0,0,0,1,0,1,2,0,0,1,30,1,1,0,0,0,2,0
4,0,0,0,1,1,0,1,1,0,1,30,1,1,0,0,0,2,0
4,0,0,0,1,1,1,1,1,0,1,30,1,1,0,0,0,2,0
4,0,0,0,1,1,0,1,0,1,1,30,1,1,0,0,0,2,0
4,0,0,0,1,0,1,1,0,1,1,30,1,1,0,0,0,2,0
4,0,0,0,1,0,0,0,1,1,1,30,1,1,0,0,0,2,0
4,0,0,0,1,0,0,0,0,2,1,30,1,1,0,0,0,2,0
3,0,0,0,1,1,0,2,0,0,1,30,1,1,1,1,0,2,0
3,0,0,0,1,0,1,2,0,0,1,30,1,1,1,1,0,2,0
4,0,0,0,1,1,0,1,1,0,1,30,1,1,1,1,0,2,0
4,0,0,0,1,1,1,1,1,0,1,30,1,1,1,1,0,2,0
4,0,0,0,1,1,0,1,0,1,1,30,1,1,1,1,0,2,0
4,0,0,0,1,0,1,1,0,1,1,30,1,1,1,1,0,2,0
4,0,0,0,1,0,0,0,1,1,1,30,1,1,1,1,0,2,0
4,0,0,0,1,0,0,0,0,2,1,30,1,1,1,1,0,2,0
