2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
3,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
3,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
3,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,
3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,
3,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,
4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,
4,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0,3,
4,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,3,
3,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,1,0,2,0,4,
3,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,0,2,0,4,
4,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,2,0,4,
4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,2,0,4,
4,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,2,0,4,
4,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,2,0,4,
4,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,2,0,4,
4,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1,0,2,0,4,
4,1,0,0,1,2,0,1,2,0,0,0,0,0,1,1,1,0,2,0,5,
4,1,0,0,1,2,0,1,1,1,0,0,0,0,1,1,1,0,2,0,5,
4,1,0,0,1,2,0,1,0,1,1,0,0,0,1,1,1,0,2,0,5,
4,1,0,0,1,2,0,1,1,0,1,0,0,0,1,1,1,0,2,0,5,
4,1,0,0,1,2,0,1,0,2,0,0,0,0,1,1,1,0,2,25,5,
4,1,0,0,1,2,0,1,0,0,2,0,0,0,1,1,1,0,2,25,5,
4,0,1,0,1,2,0,1,2,0,0,0,0,0,1,1,1,0,2,25,6,
4,0,1,0,1,2,0,1,1,1,0,0,0,0,1,1,1,0,2,25,6,
4,0,1,0,1,2,0,1,0,1,1,0,0,0,1,1,1,0,2,25,6,
4,0,1,0,1,2,0,1,1,0,1,0,0,0,1,1,1,0,2,25,6,
4,0,1,0,1,2,0,1,0,2,0,0,0,0,1,1,1,0,2,25,6,
4,0,1,0,1,2,0,1,0,0,2,0,0,0,1,1,1,0,2,25,6,
5,0,0,1,1,2,0,1,2,0,0,0,0,0,1,1,1,0,2,25,7,
5,0,0,1,1,2,0,1,1,1,0,0,0,0,1,1,1,0,2,25,7,
5,0,0,1,1,2,0,1,0,1,1,0,0,0,1,1,1,0,2,25,7,
5,0,0,1,1,2,0,1,1,0,1,0,0,0,1,1,1,0,2,25,7,
5,0,0,1,1,2,0,1,0,2,0,0,0,0,1,1,1,0,2,25,7,
5,0,0,1,1,2,0,1,0,0,2,0,0,0,1,1,1,0,2,25,7,
4,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,2,25,8,
4,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2,25,8,
4,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,2,25,8,
4,1,0,0,1,2,0,1,2,0,0,0,0,0,1,1,0,0,2,25,8,
